"name","brand","os","cpu_cores","cpu_threads","gpu_vram","ram_capacity","ram_ddr_type","hdd","ssd","screen_size","screen_res","touchscreen","user_rating","price","cpu","gpu"
"hp zbook power g4-a zhan 99 2023 laptop (amd ryzen 5 6600h/ 32gb/ 1tb ssd/ win11/ 4gb graph)","hp","windows","6.0","12.0","4.0","32.0","ddr5","0","1024","15.6","HD+","0","4.15","139050.0","amd ryzen 5 6600h","nvidia integrated"
"hp 240 g9 laptop (12th gen core i5/ 8gb/ 512 gb ssd/ win11 pro)","hp","windows","10.0","12.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.3","60320.0","intel core i5 1235u","intel integrated"
"hp 240 14 g9 769k8pa laptop (12th gen core i5/ 8gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.75","71630.0","intel core i5 1235u","intel integrated"
"hp zbook power g4-a zhan 99 laptop (amd ryzen 7 6800h/ 32gb/ 1tb ssd/ win11 pro/ 4gb graph)","hp","windows","8.0","16.0","4.0","32.0","ddr5","0","1024","15.6","HD+","0","4.75","151490.0","amd ryzen 7 6800h","nvidia integrated"
"hp 250 g9 701h5pa laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","15.6","HD+","0","4.3","67990.0","intel core i5 1235u","intel integrated"
"hp pavilion 14-dv1043tu laptop (11th gen core i5/ 8gb/ 512gb ssd/ win11 home)","hp","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.2","53690.0","intel core i5 1155g7","intel integrated"
"hp 240 g9 7m433pa notebook laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","14.0","HD+","0","4.55","77490.0","intel core i5 1235u","intel integrated"
"hp zhan 99 zbook power g4-a laptop (amd ryzen 7 6800h/ 32gb/ 1tb ssd/ win11/ 4gb graph)","hp","windows","8.0","16.0","4.0","32.0","ddr5","0","1024","15.6","HD+","0","4.5","129990.0","amd ryzen 7 6800h","nvidia integrated"
"hp victus 16-d0302tx gaming laptop (11th gen core i5/ 8gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","6.0","12.0","4.0","8.0","ddr4","0","512","16.1","HD+","0","4.25","56999.0","intel core i5 11400h","nvidia geforce gtx 1650"
"hp 14s-dr3003tu 832t7pa laptop (pentium silver n6000/ 8gb/ 512gb ssd/ win11 home)","hp","windows","4.0","4.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.75","25650.0","intel pentium n6000","intel integrated"
"hp victus 15-fb0137ax gaming laptop (ryzen 7 5800h/ 16gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","8.0","16.0","4.0","16.0","ddr4","0","512","15.6","HD+","0","4.75","68999.0","amd ryzen 7 5800h","nvidia geforce rtx 3050"
"hp probook 445 g8 7k2j8pa business laptop (amd ryzen 7 5800u/ 8gb/ 512gb ssd/ freedos)","hp","windows","8.0","16.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.65","44999.0","amd ryzen 7 5800u","amd integrated"
"hp victus 15-fb0133ax gaming laptop (amd ryzen 5 5600h/ 16gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","6.0","12.0","4.0","16.0","ddr4","0","512","15.6","HD+","0","4.05","56990.0","amd ryzen 5 5600h","amd radeon rx 5600m"
"hp 14-ep0068tu laptop (core i3-n305/ 8gb/ 512gb ssd/ win11 home)","hp","windows","8.0","8.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.15","38289.0","intel core i3 n305","intel integrated"
"hp victus 15-fb0135ax gaming laptop (amd ryzen 5 5600h/ 8gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","6.0","12.0","4.0","8.0","ddr4","0","512","15.6","HD+","0","4.5","54999.0","amd ryzen 5 5600h","nvidia geforce rtx 3050"
"hp victus 15-fa0092tx gaming laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","8.0","12.0","4.0","16.0","ddr4","0","512","15.6","HD+","0","4.2","66999.0","intel core i5 12450h","nvidia geforce rtx 3050"
"hp 15-fd0013tu laptop (13th gen core i5/ 16gb/ 512gb ssd/ win11 home)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","15.6","HD+","0","4.2","57990.0","intel core i5 1335u","intel integrated"
"hp probook 440 g9 6k3l6pa laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","14.0","HD+","0","4.7","86600.0","intel core i5 1235u","intel integrated"
"hp spectre x360 2023 13.5-ef2034tu laptop (13th gen core i7/ 32gb/ 1tb ssd/ win11 home)","hp","windows","10.0","12.0","0.0","32.0","ddr4","0","1024","13.5","3K+","1","4.1","149490.0","intel core i7 1355u","intel integrated"
"hp spectre x360 16-f2002tu laptop (13th gen core i7/ 16gb/ 1tb ssd/ win11 home)","hp","windows","14.0","20.0","0.0","16.0","ddr4","0","1024","16.0","3K+","1","4.75","144000.0","intel core i7 13700h","intel integrated"
"hp 247 g8 laptop (amd ryzen 3 3250u/ 8gb/ 512gb ssd/ win11)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.05","32990.0","amd ryzen 3 3250u","amd integrated"
"hp spectre x360 14-ef0072tu laptop (12th gen core i7/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","13.5","3K+","1","4.0","131990.0","intel core i7 1255u","intel integrated"
"hp pavilion 15s-fq5013nia laptop (12th gen core i5/ 8gb/ 512gb ssd/ win11 home)","hp","windows","10.0","12.0","0.0","8.0","ddr4","0","512","15.6","SD","0","4.75","62899.0","intel core i5 1235u","intel integrated"
"hp 247 g8 796z3pa laptop (amd ryzen 3 3250u/ 8gb/ 512gb ssd/ dos)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.65","32199.0","amd ryzen 3 3250u","amd integrated"
"hp spectre x360 14-ef0075tu laptop (12th gen core i7/ 16gb/ 1tb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","1024","13.5","3K+","1","4.15","157990.0","intel core i7 1255u","intel integrated"
"hp probook 445 g8 business laptop (amd ryzen 7 5800u/ 8gb/ 512gb ssd/ win11)","hp","windows","8.0","16.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.6","44990.0","amd ryzen 7 5800u","amd integrated"
"hp 14s-dr5016tu laptop (12th gen core i5/ 8gb/ 1tb ssd/ win11 home)","hp","windows","12.0","16.0","0.0","8.0","ddr4","0","1024","14.0","HD+","0","4.15","58500.0","intel core i5 1240p","intel integrated"
"hp pavilion aero 13-be2047au laptop (ryzen 7 7735u/ 16gb/ 1tb ssd/ win 11 home)","hp","windows","8.0","16.0","0.0","16.0","ddr5","0","1024","13.3","HD+","0","4.15","63999.0","amd ryzen 7 7735u","amd integrated"
"hp victus 15-fa0117tx laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11 home/ 4gb graph)","hp","windows","8.0","12.0","4.0","16.0","ddr4","0","512","15.6","HD+","0","4.6","57500.0","intel core i5 12450h","nvidia geforce gtx 1650"
"hp 14s-ef1002tu laptop (11th gen core i3/ 8gb/ 512gb ssd/ win11 home)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.4","41990.0","intel core i3 1115g4","intel integrated"
"hp envy x360 15-ew0022tx laptop (12th gen core i7/ 16gb/ 1tb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","1024","15.6","HD+","1","4.25","129101.0","intel core i7 1255u","intel integrated"
"hp zbook firefly 15 g8 381m7pa laptop (11th gen core i7/ 16gb/ 512gb ssd/ win10 pro)","hp","windows","4.0","8.0","0.0","16.0","ddr4","0","512","15.6","HD+","0","4.6","125910.0","intel core i7 1165g7","intel integrated"
"hp 15-ef2127wm laptop (ryzen 5 5500u/ 16gb/ 512gb ssd/ win10 pro)","hp","windows","6.0","12.0","0.0","16.0","ddr4","0","512","15.6","HD+","0","4.65","112862.0","amd ryzen 5 5500u","amd integrated"
"hp victus 15-fb0888ax gaming laptop (amd ryzen 5 5600h/ 8gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","6.0","12.0","4.0","8.0","ddr4","0","512","15.6","HD+","0","4.5","61499.0","amd ryzen 5 5600h","nvidia geforce gtx 1650"
"hp victus 15-fb0107ax gaming laptop (ryzen 7-5800h/ 16gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","8.0","16.0","4.0","16.0","ddr4","0","512","15.6","HD+","0","4.35","66589.0","amd ryzen 7 5800h","nvidia geforce rtx 3050"
"hp pavilion 14s-dq5007tu laptop (12th gen core i5/ 8gb/ 512gb ssd/ win11 home)","hp","windows","12.0","16.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.05","63500.0","intel core i5 1240p","intel integrated"
"hp 15s-du3595tu laptop (11th gen core i3/ 8gb/ 256gb ssd/ win11 home)","hp","windows","4.0","8.0","0.0","8.0","ddr4","0","256","15.6","HD+","0","4.75","32990.0","intel core i3 1125g4","intel integrated"
"hp 245 g8 3s7l2pa laptop (amd ryzen 3 3250u/ 4gb/ 1tb hdd/ win11 home)","hp","windows","2.0","4.0","0.0","4.0","ddr4","1024","0","14.0","HD+","0","4.25","24999.0","amd ryzen 3 3250u","amd integrated"
"hp 245 g8 laptop (amd athlon silver 3050u/ 8gb/ 1tb hdd/ win11 home)","hp","windows","2.0","2.0","0.0","8.0","ddr4","1024","0","14.0","SD","0","4.4","25999.0","amd athlon 3050u","amd integrated"
"hp 15s-eq2146au laptop (ryzen 3 5300u/ 8gb/ 256gb ssd/ win11 home)","hp","windows","4.0","8.0","0.0","8.0","ddr4","0","256","15.6","HD+","0","4.2","41960.0","amd ryzen 3 5300u","amd integrated"
"hp omen 16-n0091ax gaming laptop (amd ryzen 7 6800h/ 16gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","8.0","16.0","4.0","16.0","ddr5","0","512","16.1","HD+","0","4.05","122560.0","amd ryzen 7 6800h","nvidia geforce rtx 3050ti"
"hp 15s-fq2717tu laptop (11th gen core i3/ 8gb/ 512gb ssd/ win11 home)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","512","15.6","HD+","0","4.15","37999.0","intel core i3 1115g4","intel integrated"
"hp envy x360 15-ew0043tu 2-in-1 laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","15.6","HD+","1","4.15","69999.0","intel core i5 1235u","intel integrated"
"hp envy x360 15-ew0047tu 2-in-1 laptop (12th gen core i7/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","15.6","HD+","1","4.35","99990.0","intel core i7 1255u","intel integrated"
"hp probook 445 g8 laptop (amd ryzen 7 5800u/ 16gb/ 512gb ssd/ win11)","hp","windows","8.0","16.0","0.0","16.0","ddr4","0","512","14.0","SD","0","4.05","73999.0","amd ryzen 7 5800u","amd integrated"
"hp 245 g8 6e3z1pa laptop (amd ryzen 3 3250u/ 8gb/ 512gb ssd/ freedos)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.6","25479.0","amd ryzen 3 3250u","amd integrated"
"hp 15s-du3612tu laptop (11th gen core i3/ 8gb/ 1tb 256gb ssd/ win11 home)","hp","windows","2.0","4.0","0.0","8.0","ddr4","1024","256","15.6","HD+","0","4.7","35390.0","intel core i3 1115g4","intel integrated"
"hp pavilion 14-ec1005au laptop (ryzen 5 5625u/ 16gb/ 512gb ssd/ win11 home)","hp","windows","6.0","12.0","0.0","16.0","ddr4","0","512","14.0","HD+","0","4.5","59900.0","amd ryzen 5 5625u","amd integrated"
"hp envy x360 15-ew0040tu laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","15.6","HD+","1","4.1","89999.0","intel core i5 1235u","intel integrated"
"hp envy x360 15-ew0048tu laptop (12th gen core i7/ 16gb/ 1tb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","1024","15.6","3K+","1","4.4","114900.0","intel core i7 1255u","intel integrated"
"hp envy x360 15-ew0043tu laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","15.6","HD+","1","4.05","99999.0","intel core i5 1235u","intel integrated"
"hp pavilion 14-ec1005au laptop (12th gen core i5/ 16gb/ 512gb ssd/ win 11)","hp","windows","12.0","16.0","0.0","16.0","ddr4","0","512","15.6","HD+","0","4.5","68990.0","intel core i5 1240p","intel integrated"
"hp envy x360 13-ay1064au 2-in-1 laptop (ryzen 7 5800u/ 16gb/ 512gb ssd/ win 11 home)","hp","windows","8.0","16.0","0.0","16.0","ddr4","0","512","13.3","HD+","1","4.1","83990.0","amd ryzen 7 5800u","amd integrated"
"hp 240 g8 business laptop (11th gen core i5/ 8gb/ 512 gb ssd/ win11)","hp","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.25","52999.0","intel core i5 1135g7","intel integrated"
"hp victus 15-fa0031dx gaming laptop (12th gen core i5/ 8gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","8.0","12.0","4.0","8.0","ddr4","0","512","15.6","HD+","0","4.55","96591.0","intel core i5 12450h","nvidia geforce gtx 1650"
"hp 247 g8 600a9pa laptop (amd ryzen 3 5300u/ 8gb/ 512gb ssd/ win11)","hp","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.05","28525.0","amd ryzen 3 5300u","amd integrated"
"hp 255 g8 business laptop (athlon 3050u/ 8gb/ 1tb hdd/ win11)","hp","windows","2.0","2.0","0.0","8.0","ddr4","1024","0","15.6","SD","0","4.7","35999.0","amd athlon 3050u","amd integrated"
"hp 240 g8 4k5d5pa business laptop (11th gen core i3/ 8gb/ 512 gb ssd/ dos)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.05","30490.0","intel core i3 1115g4","intel integrated"
"hp envy x360 13-ay1065au laptop (amd ryzen 5-5600u/ 8gb/ 512gb ssd/ win11 home)","hp","windows","6.0","12.0","0.0","8.0","ddr4","0","512","13.3","HD+","1","4.35","74499.0","amd ryzen 5 5600u","amd integrated"
"hp envy x360 13-bf0085tu laptop (12th gen core i5/ 8gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","8.0","ddr4","0","512","13.3","HD+","1","4.1","73969.0","intel core i5 1230u","intel integrated"
"hp 240 g8 business laptop (11th gen core i3/ 8gb/ 512 gb ssd/win11 home)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.45","41500.0","intel core i3 1115g4","intel integrated"
"hp zbook firefly g8 500p0pa business laptop (11th gen core i5/ 16gb/ 512gb ssd/ win 10)","hp","windows","4.0","8.0","0.0","16.0","ddr4","0","512","15.6","HD+","0","4.0","83990.0","intel core i5 1135g7","intel integrated"
"hp victus 16-e0550ax gaming laptop (amd ryzen 7 5800h/ 8gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","8.0","16.0","4.0","8.0","ddr4","0","512","16.0","HD+","0","4.15","62990.0","amd ryzen 7 5800h","amd radeon rx 5500m"
"hp probook 445 g7 laptop (amd ryzen 5 4500u/ 8gb/ 512gb ssd/ windows 11)","hp","windows","6.0","6.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.65","46999.0","amd ryzen 5 4500u","amd integrated"
"hp 245 g8 3a8n7pa laptop (athlon 3050u/ 4gb/ 1tb hdd/ win10 home)","hp","windows","2.0","2.0","0.0","4.0","ddr4","1024","0","14.0","SD","0","4.15","24990.0","amd athlon 3050u","amd integrated"
"hp 245 g8 366c8pa laptop (amd ryzen 3/ 8gb/ 1tb hdd/ win10 pro)","hp","windows","4.0","8.0","0.0","8.0","ddr4","1024","0","14.0","SD","0","4.45","38490.0","amd ryzen 3","amd integrated"
"hp 245 g8 62g68pa laptop (amd ryzen 3  3250u/ 8gb/ 1tb hdd/ win11 home)","hp","windows","2.0","4.0","0.0","8.0","ddr4","1024","0","14.0","HD+","0","4.55","29490.0","amd ryzen 3 3250u","amd integrated"
"hp probook 440 g8 laptop (11th gen core i5/ 8gb/ 512gb ssd/ win11)","hp","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.05","63799.0","intel core i5 1135g7","intel integrated"
"hp omen 17-ck1023tx gaming laptop (12th gen core i9/ 32gb/ 2tb ssd/ win11/ 16gb graph)","hp","windows","16.0","24.0","16.0","32.0","ddr5","0","2048","17.3","3K+","0","4.4","232999.0","intel core i9 12900hx","nvidia geforce rtx 3080ti"
"hp omen 16-n0051ax gaming laptop (amd ryzen 9 6900hx/ 32gb/ 1tb ssd/ win11/ 8gb graph)","hp","windows","8.0","16.0","8.0","32.0","ddr5","0","1024","16.1","HD+","0","4.45","153990.0","amd ryzen 9 6900hx","amd radeon rx 6650m"
"hp omen 16-k0360tx laptop (12th gen core i7/ 16gb/ 1tb ssd/ win11 home/ 6gb graph)","hp","windows","14.0","20.0","6.0","16.0","ddr5","0","1024","16.1","HD+","0","4.2","144480.0","intel core i7 12700h","nvidia geforce rtx 3060"
"hp 14s-fq0567au laptop (amd ryzen 3 3250u/ 8gb/ 256gb ssd/ win11 home)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","256","14.0","HD+","0","4.4","32999.0","amd ryzen 3 3250u","amd integrated"
"hp victus 15-fa0092tx laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11 home/ 4gb graph)","hp","windows","8.0","12.0","4.0","16.0","ddr4","0","512","15.6","HD+","0","4.0","69799.0","intel core i5 12450h","nvidia geforce rtx 3050"
"hp omen 16-n0050ax gaming laptop (amd ryzen 7 6800h/ 16gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","8.0","16.0","4.0","16.0","ddr5","0","512","16.0","HD+","0","4.05","86390.0","amd ryzen 7 6800h","nvidia geforce rtx 3050"
"hp zbook firefly15 g8 400d3pa business laptop (11th gen core i5/ 16gb/ 512gb ssd/ win 10)","hp","windows","4.0","8.0","0.0","16.0","ddr4","0","512","15.6","HD+","0","4.4","131758.0","intel core i5 1135g7","intel integrated"
"hp omen 16-n0049ax gaming laptop (amd ryzen 7 6800h/ 16gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","8.0","16.0","4.0","16.0","ddr4","0","512","16.0","HD+","0","4.4","106528.0","amd ryzen 7 6800h","nvidia geforce rtx 3050ti"
"hp envy x360 13-bf0062tu laptop (12th gen core i7/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","13.3","3K+","1","4.65","104990.0","intel core i7 1250u","intel integrated"
"hp probook 450 g8 4y7g3pa laptop (11th gen core i3/ 8gb/ 256gb ssd/ win10)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","256","15.6","SD","1","4.65","48500.0","intel core i3 1115g4","intel integrated"
"hp pavilion x360 14-ek0072tu laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","14.0","HD+","1","4.3","75550.0","intel core i5 1235u","intel integrated"
"hp envy 16-h0026tx laptop (12th gen core i9/ 32gb/ 2tb ssd/ win11/ 6gb graph)","hp","windows","14.0","20.0","6.0","32.0","ddr4","0","2048","15.6","3K+","0","4.5","224990.0","intel core i9 12900h","nvidia geforce rtx 3060"
"hp envy 16-h0025tx laptop (12th gen core i9/ 16gb/ 1tb ssd/ win11/ 6gb graph)","hp","windows","14.0","20.0","6.0","16.0","ddr5","0","1024","16.0","3K+","0","4.55","212999.0","intel core i9 12900h","nvidia geforce rtx 3060"
"hp omen 16-c0136ax laptop (amd ryzen 5 5600h/ 8gb/ 512gb ssd/ win10 home/ 4gb graph)","hp","windows","6.0","12.0","4.0","8.0","ddr4","0","512","16.1","HD+","0","4.1","75299.0","amd ryzen 5 5600h","nvidia geforce gtx 1650"
"hp omen 16-n0079ax gaming laptop (amd ryzen 7 6800h/ 16gb/ 512gb ssd/ win11/ 8gb graph)","hp","windows","8.0","16.0","8.0","16.0","ddr5","0","512","16.1","HD+","0","4.25","113990.0","amd ryzen 7 6800h","amd radeon rx 6650m"
"hp envy x360 16-h0028tx laptop (12th gen core i7/ 16gb/ 512gb ssd/ win11/4gb graph)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","13.3","3K+","1","4.35","149990.0","intel core i7 1250u","intel integrated"
"hp omen 16-c0141ax laptop (ryzen 9 5900h/ 16gb/ 1tb ssd/ win11 home/ 8gb graph)","hp","windows","8.0","16.0","8.0","16.0","ddr4","0","1024","16.1","3K+","0","4.6","134999.0","amd ryzen 9 5900h","amd radeon rx 6600m"
"hp envy x360 13-bf0058tu laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","13.3","3K+","1","4.65","78000.0","intel core i5 1230u","intel integrated"
"hp envy x360 13-bf0078tu laptop (12th gen core i5/ 8gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","8.0","ddr4","0","512","13.3","HD+","1","4.55","79990.0","intel core i5 1230u","intel integrated"
"hp 14q-cs0018tu laptop (intel pentium gold/ 4 gb/ 256 gb ssd/ win10 home)","hp","windows","2.0","4.0","0.0","4.0","ddr4","0","256","14.0","SD","0","4.3","47300.0","intel pentium 4417u","integrated"
"hp 255 g8 6v2r7pa laptop (amd athlon 3050u/ 4gb/ 1tb hdd/ dos)","hp","windows","2.0","2.0","0.0","4.0","ddr4","1024","0","15.6","SD","0","4.0","25900.0","amd athlon 3050u","amd integrated"
"hp victus 15-fb0052ax gaming laptop (amd ryzen 7 5800h/ 8gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","8.0","16.0","4.0","8.0","ddr4","0","512","15.6","HD+","0","4.1","62999.0","amd ryzen 7 5800h","nvidia geforce rtx 3050"
"hp elitebook x360 1030 g8 3y008pa notebook (11th gen core i7/ 16gb/ 512gb ssd/ win10 pro)","hp","windows","4.0","8.0","0.0","16.0","ddr4","0","512","13.3","3K+","0","4.1","135990.0","intel core i7 1165g7","intel integrated"
"hp 14s-dr3001tu laptop (pentium silver n6000/ 8gb/256gb ssd/ win11 home)","hp","windows","4.0","4.0","0.0","8.0","ddr4","0","256","14.0","SD","0","4.05","29999.0","intel pentium n6000","intel integrated"
"hp chromebook 14a-na1005tu laptop (celeron n4020/ 4gb/ 64gb emmc/ chrome os)","hp","chromeos","2.0","2.0","0.0","4.0","ddr4","64","0","14.0","SD","1","4.0","30500.0","intel celeron n4020","intel integrated"
"hp 14s-dy2508tu laptop (11th gen core i3/ 8gb/ 512gb ssd/ win11 home)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.2","34999.0","intel core i3 1115g4","intel integrated"
"hp spectre x360 13-ef0057tu laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","13.5","HD+","1","4.15","104990.0","intel core i5 1235u","intel integrated"
"hp envy x360 13-bf0059tu laptop (12th gen core i7/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","13.3","3K+","1","4.15","104900.0","intel core i7 1250u","intel integrated"
"hp spectre x360 13-ef0052tu oled laptop (12th gen core i5/ 8gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","8.0","ddr4","0","512","13.5","3K+","1","4.0","106000.0","intel core i5 1235u","intel integrated"
"hp 250 g8 64q91pa laptop (11th gen core i5/ 8gb/ 1tb hdd/ win11)","hp","windows","4.0","8.0","0.0","8.0","ddr4","1024","0","15.6","SD","0","4.55","48999.0","intel core i5 1135g7","intel integrated"
"hp 255 g8 r3 laptop (amd ryzen 3/ 8gb/256gb ssd/ win11)","hp","windows","4.0","8.0","0.0","8.0","ddr4","0","256","15.6","HD+","0","4.2","32661.0","amd ryzen 3 3300u","integrated"
"hp spectre x360 13-ef0054tu laptop (12th gen core i7/ 16gb/ 1tb ssd/ win11)","hp","windows","14.0","20.0","0.0","16.0","ddr4","0","1024","13.5","3K+","1","4.15","144990.0","intel core i7 12700h","intel integrated"
"hp victus 15-fa0353tx laptop (12th gen core i7/ 16gb/ 512gb ssd/ win11 home/ 4gb graph)","hp","windows","10.0","16.0","4.0","16.0","ddr4","0","512","15.6","HD+","0","4.45","85990.0","intel core i7 12650h","nvidia geforce rtx 3050"
"hp victus 15-fa0351tx laptop (12th gen core i7/ 8gb/ 512gb ssd/ win11 home/ 4gb graph)","hp","windows","10.0","16.0","4.0","8.0","ddr4","0","512","15.6","HD+","0","4.05","72990.0","intel core i7 12650h","nvidia geforce rtx 3050"
"hp pavilion 14-eh0021tu laptop (12th gen core i5/ 16gb/ 512gb ssd/ win 11)","hp","windows","12.0","16.0","0.0","16.0","ddr4","0","512","14.0","3K+","0","4.65","77490.0","intel core i5 12500h","intel integrated"
"hp spectre x360 16-f1003tu laptop (12th gen core i7/ 16gb/ 512gb ssd/ win11 home)","hp","windows","14.0","20.0","0.0","16.0","ddr4","0","512","16.0","3K+","1","4.25","117990.0","intel core i7 12700h","intel integrated"
"hp 14s-cf3046tu laptop (10th gen core i3/ 8gb/ 1tb/ win 10)","hp","windows","2.0","4.0","0.0","8.0","ddr4","1024","0","14.0","SD","0","4.0","39999.0","intel core i3 1005g1","intel integrated"
"hp 15s-fr2514tu laptop (11th gen core i3/ 8gb/ 256gb ssd/ windows 11 home)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","256","15.6","HD+","0","4.4","36990.0","intel core i3 1115g4","intel integrated"
"hp pavilion x360 14-ek0092tu laptop (12th gen core i7/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","14.0","HD+","0","4.4","99999.0","intel core i7 1255u","intel integrated"
"hp pavilion x360 14-ek0078tu laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11)","hp","windows","10.0","12.0","0.0","16.0","ddr4","0","512","14.0","HD+","0","4.3","81990.0","intel core i5 1235u","intel integrated"
"hp 15s-fq2674tu laptop (11th gen core i3/ 8gb/ 512gb ssd/ win11 home)","hp","windows","2.0","4.0","0.0","8.0","ddr4","0","512","15.6","HD+","0","4.5","36000.0","intel core i3 1115g4","intel integrated"
"hp envy x360 13-ay1062au laptop (ryzen 5 5600u/ 8gb/ 512gb ssd/ win11 home)","hp","windows","6.0","12.0","0.0","8.0","ddr4","0","512","13.3","HD+","1","4.6","64390.0","amd ryzen 5 5600u","amd integrated"
"hp victus 15-fb0051ax gaming laptop (ryzen 5-5600h/ 8gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","6.0","12.0","4.0","8.0","ddr4","0","512","15.6","HD+","0","4.05","63900.0","amd ryzen 5 5600h","nvidia geforce rtx 3050 ti"
"hp victus 16-e0301ax gaming laptop (ryzen 5 5600h/ 8gb/ 512gb ssd/ win11/ 4gb graph)","hp","windows","6.0","12.0","4.0","8.0","ddr4","0","512","16.1","HD+","0","4.65","48990.0","amd ryzen 5 5600h","nvidia geforce gtx 1650"
"hp pavilion 14s- fy1003au laptop (ryzen 5 5500u/ 16gb/ 512gb ssd/ win11 home)","hp","windows","6.0","12.0","0.0","16.0","ddr4","0","512","14.0","HD+","0","4.15","41999.0","amd ryzen 5 5500u","amd integrated"
