"name","brand","os","cpu_cores","cpu_threads","gpu_vram","ram_capacity","ram_ddr_type","hdd","ssd","screen_size","screen_res","touchscreen","user_rating","price","cpu","gpu"
"dell latitude 7300 laptop (8th gen core i5/ 8gb/ 1tb ssd/ win10 pro)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","1024","13.3","HD+","0","4.75","90000.0","intel core i5 8365u","intel integrated"
"dell inspiron g7 7590 gaming laptop (9th gen core i7/ 16gb/ 1tb 512gb ssd/ win10/ 8gb graph)","dell","windows","6.0","12.0","0.0","16.0","ddr4","1024","512","15.6","HD+","0","4.55","183999.0","intel core i7 9750h","integrated"
"dell inspiron 15 5593 laptop (10th gen core i5/ 8gb/ 1tb hdd/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","1024","0","15.6","HD+","0","4.75","78990.0","intel core i5 1035g1","intel integrated"
"dell inspiron 3505 laptop (amd ryzen 7/ 8gb/ 512gb ssd/ windows 10 home)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","15.6","HD+","0","4.4","56990.0","amd ryzen 7 3700u","amd radeon rx vega 10"
"dell latitude 7310 laptop (10th gen core i5/ 8gb/ 512gb ssd/ win10 pro)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","13.3","HD+","0","4.0","105500.0","intel core i5 10310u","intel integrated"
"dell inspiron 7400 laptop (11th gen core i7/ 16gb/ 1tb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","16.0","ddr4","0","1024","14.5","3K+","0","4.5","124550.0","intel core i7 1165g7","nvidia geforce mx350"
"dell latitude 3510 laptop (10th gen core i5/ 16gb/ 512gb ssd/ win10 pro )","dell","windows","4.0","8.0","0.0","16.0","ddr4","0","512","15.6","HD+","0","4.05","90000.0","intel core i5 10210u","intel integrated"
"dell latitude 3510 laptop (10th gen core i5/ 8gb/ 1tb/ ubuntu)","dell","ubuntu","4.0","8.0","0.0","8.0","ddr4","1024","0","14.0","SD","0","4.15","68000.0","intel core i5 10210u","intel integrated"
"dell inspiron 5409 laptop (11th gen core i7/ 8gb/ 512gb ssd/ win 10 home/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","0","512","14.0","HD+","0","4.25","77790.0","intel core i7 1165g7","nvidia geforce mx350"
"dell latitude 3510 laptop (10th gen core i5/ 8gb/ 1tb/ win10 pro)","dell","windows","4.0","8.0","0.0","8.0","ddr4","1024","0","14.0","SD","0","4.65","79000.0","intel core i5 10210u","intel integrated"
"dell inspiron 5406 laptop (11th gen core i7/ 8gb/ 512gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","0","512","14.0","HD+","1","4.45","93000.0","intel core i7 1165g7","nvidia geforce mx330"
"dell latitude 12 7290 laptop (8th gen core i5/ 8gb/ 256gb ssd/ win 10 pro)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","256","12.5","HD+","0","4.45","72500.0","intel core i5 8350u","intel integrated"
"dell latitude 3410 laptop (10th gen core i5/ 8gb/ 512gb ssd/ freedos)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.6","61990.0","intel core i5 10210u","integrated"
"dell inspiron 5502 laptop (11th gen core i5/ 8gb/ 512gb ssd/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","15.6","HD+","0","4.6","62175.0","intel core i5 1135g7","intel integrated"
"dell vostro 3590 laptop (10th gen core i5 /16gb/ 1tb 256gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","16.0","ddr4","1024","256","15.6","HD+","0","4.1","79800.0","intel core i5 10210u","amd integrated"
"dell inspiron 15 3583 laptop (8th gen core i5/ 8gb/ 1tb 256gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","1024","256","15.6","HD+","0","4.45","56992.0","intel core i5 8265u","amd integrated"
"dell inspiron 5502 laptop (11th gen core i7/ 8gb/ 512gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","0","512","15.6","HD+","0","4.55","80250.0","intel core i7 1165g7","nvidia geforce mx330"
"dell inspiron 5501 laptop (10th gen core i7/ 16gb/ 512gb ssd/ win10 home/ 2gb graph)","dell","windows","4.0","8.0","2.0","16.0","ddr4","0","512","15.6","HD+","0","4.35","89999.0","intel core i7 1065g7","nvidia geforce mx330"
"dell g5 5500 laptop (10th gen core i7/ 16gb/ 1tb ssd/ win10 home/ 6gb graph)","dell","windows","6.0","12.0","6.0","16.0","ddr4","0","1024","15.6","HD+","0","4.0","98500.0","intel core i7 10750h","nvidia geforce rtx 2060"
"dell vostro 3405 laptop (amd ryzen 5/ 8gb/ 512gb ssd/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.4","49658.0","amd ryzen 5 3500u","amd integrated"
"dell inspiron 3501 laptop (11th gen core i5/ 4gb/ 1tb 256gb ssd/ win10)","dell","windows","4.0","8.0","0.0","4.0","ddr4","1024","256","15.0","HD+","0","4.25","48490.0","intel core i5 1135g7","intel integrated"
"dell inspiron 3501 laptop (10th gen core i3/ 8gb/ 256gb ssd/ win10 home)","dell","windows","2.0","4.0","0.0","8.0","ddr4","0","256","15.6","HD+","0","4.5","23500.0","intel core i3 1005g1","intel integrated"
"dell inspiron 5406 laptop (11th gen core i5/ 8gb/ 512gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","0","512","14.0","HD+","1","4.35","72000.0","intel core i5 1135g7","nvidia geforce mx330"
"dell inspiron 7400 laptop (11th gen core i7/ 16gb/ 512gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","16.0","ddr4","0","512","14.5","3K+","0","4.0","124990.0","intel core i7 1165g7","nvidia geforce mx350"
"dell latitude 12 7290 laptop (8th gen core i7/ 16gb/ 512gb ssd/ win 10 pro)","dell","windows","4.0","8.0","0.0","16.0","ddr4","0","512","12.5","HD+","0","4.75","121900.0","intel core i7 8650u","intel integrated"
"dell xps 15 7590 gaming laptop (9th gen core i7/ 8gb/ 1tb ssd/ win10/ 4gb graph)","dell","windows","6.0","12.0","4.0","8.0","ddr4","0","1024","15.6","3K+","0","4.0","154900.0","intel core i7 9570h","nvidia geforce gtx 1650"
"dell inspiron 3501 laptop (11th gen core i5/ 8gb/ 1tb 256gb ssd/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","1024","256","15.6","HD+","0","4.5","44490.0","intel core i5 1135g7","intel integrated"
"dell inspiron 7567 notebook (7th gen ci7/ 16gb/ 1tb 128gb ssd/ win10/ 4gb graph)","dell","windows","4.0","8.0","4.0","16.0","ddr4","1024","128","15.6","HD+","0","4.35","69990.0","intel core i7 7700hq","nvidia geforce gtx 1050ti"
"dell latitude 7200 laptop (8th gen core i5/ 8gb/ 256gb ssd/ win10 pro)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","256","12.3","HD+","1","4.35","109000.0","intel core i5 8365u","intel integrated"
"dell inspiron 7577 notebook (7th gen ci7/ 4gb/ 1tb 128gb ssd/ win10 home/ 4gb graph)","dell","windows","4.0","8.0","4.0","4.0","ddr4","1024","128","15.6","HD+","0","4.2","65000.0","intel core i7 7700hq","nvidia geforce gtx 1050 ti"
"dell inspiron 5577 laptop (7th gen core i5/ 8gb/ 1tb 128gb ssd/ win10 home/ 4gb graph)","dell","windows","4.0","4.0","4.0","8.0","ddr4","1024","128","15.6","HD+","0","4.75","49000.0","intel core i5 7300hq","nvidia geforce gtx 1050"
"dell vostro 3401 laptop (10th gen core i3/ 8gb/ 256gb ssd/ win10 home)","dell","windows","2.0","4.0","0.0","8.0","ddr4","0","256","14.0","SD","0","4.15","35990.0","intel core i3 1005g1","intel integrated"
"dell xps 15 7590 laptop (9th gen core i9 / 32gb/ 1tb ssd/ win10/ 4gb graph)","dell","windows","8.0","16.0","4.0","32.0","ddr4","0","1024","15.6","3K+","0","4.1","249994.0","intel core i9 9980hk","nvidia geforce gtx 1650"
"dell latitude 7200 laptop (8th gen core i5/ 8gb/ 512gb ssd/ win10 pro)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","12.3","HD+","1","4.0","135000.0","intel core i5 8265u","intel integrated"
"dell inspiron 14 5406 laptop (11th gen core i3/ 4gb / 512gb ssd/ win10)","dell","windows","2.0","4.0","0.0","4.0","ddr4","0","512","14.0","HD+","1","4.35","63599.0","intel core i3 1115g4","intel integrated"
"dell inspiron 5406 laptop (11th gen core i5/ 8gb/ 512gb ssd/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","HD+","1","4.55","60999.0","intel core i5 1135g7","intel integrated"
"dell xps 15 9570 laptop (8th gen ci5/ 8gb/ 256gb ssd/ win10 home/ 4gb graph)","dell","windows","4.0","8.0","4.0","8.0","ddr4","0","256","15.6","HD+","0","4.5","82550.0","intel core i5 8300h","nvidia geforce gtx 1050"
"dell latitude 3400 laptop (8th gen core i5/ 8gb/ 1tb/ win10 pro)","dell","windows","4.0","8.0","0.0","8.0","ddr4","1024","0","14.0","SD","0","4.1","67500.0","intel core i5 8265u","intel integrated"
"dell latitude 3400 laptop (8th gen core i7/ 8gb/ 1tb/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","1024","0","14.0","SD","0","4.0","81900.0","intel core i7 8565u","nvidia geforce mx130"
"dell inspiron 5301 laptop (11th gen core i5/ 8gb/ 512gb ssd/ win 10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.45","59999.0","intel core i5 1135g7","intel integrated"
"dell inspiron 7400 laptop (11th gen core i5/ 8gb/ 512gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","0","512","14.0","HD+","0","4.7","60994.0","intel core i5 1135g7","nvidia geforce mx350"
"dell inspiron 5301 laptop (11th gen core i5/ 8gb/ 1tb ssd/ win 10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","1024","14.0","HD+","0","4.7","61194.0","intel core i5 1135g7","intel integrated"
"dell g5 5500 laptop (10th gen core i7/ 8gb/ 512gb ssd/ win 10 home/ 4gb graph)","dell","windows","6.0","12.0","4.0","8.0","ddr4","0","512","15.6","HD+","0","4.45","75499.0","intel core i7 10750h","nvidia geforce gtx 1650 ti"
"dell latitude 3500 laptop (8th gen core i5/ 8gb/ 500gb/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","500","0","15.6","SD","0","4.75","62999.0","intel core i5 8265u","intel integrated"
"dell vostro 3405 laptop (amd ryzen 3/ 4gb/ 1tb/ win10)","dell","windows","2.0","4.0","0.0","4.0","ddr4","1024","0","14.0","HD+","0","4.0","31490.0","amd ryzen 3 3250u","amd integrated"
"dell latitude 3410 laptop (10th gen core i7/ 8gb/ 1tb/ win10 pro)","dell","windows","4.0","8.0","0.0","8.0","ddr4","1024","0","14.0","SD","0","4.75","88990.0","intel core i7 10510u","intel integrated"
"dell precision 3551 laptop (10th gen core i9/ 16gb/ 512gb ssd/ win10 home/ 4gb graph)","dell","windows","8.0","16.0","4.0","16.0","ddr4","0","512","15.6","HD+","0","4.75","220000.0","intel core i9 10885h","nvidia integrated"
"dell precision 3550 laptop (10th gen core i7/ 8gb/ 512gb ssd/ win 10 pro/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","0","512","15.6","HD+","0","4.0","130000.0","intel core i7 10510u","nvidia integrated"
"dell inspiron 3501 laptop (10th gen core i3/ 8gb/ 1tb 256gb ssd/ win10 home)","dell","windows","2.0","4.0","0.0","8.0","ddr4","1024","256","15.6","HD+","0","4.0","64000.0","intel core i3 1005g1","intel integrated"
"dell xps 15 7590 gaming laptop (9th gen core i7/ 8gb/ 512gb ssd/ win10/ 4gb graph)","dell","windows","6.0","12.0","4.0","8.0","ddr4","0","512","15.6","3K+","0","4.25","143000.0","intel core i7 9570h","nvidia geforce gtx 1650"
"dell inspiron 3593 laptop (10th gen core i3/ 8gb/ 1tb 256gb ssd/ win10 home)","dell","windows","2.0","4.0","0.0","8.0","ddr4","1024","256","15.6","HD+","0","4.05","47000.0","intel core i3 1005g1","intel integrated"
"dell inspiron 3501 laptop (10th gen core i3/ 8gb/ 1tb hdd/ win10 home)","dell","windows","2.0","4.0","0.0","8.0","ddr4","1024","0","15.6","HD+","0","4.5","36999.0","intel core i3 1005g1","intel integrated"
"dell precision 3550 laptop (10th gen core i5/ 8gb/ 512gb ssd/ ubuntu/ 2gb graph)","dell","ubuntu","4.0","8.0","2.0","8.0","ddr4","0","512","15.6","HD+","0","4.0","96000.0","intel core i5 10210u","nvidia integrated"
"dell vostro 3401 laptop (10th gen core i3/ 8gb/ 1tb/ win10 home)","dell","windows","2.0","4.0","0.0","8.0","ddr4","1024","0","14.0","SD","0","4.3","45060.0","intel core i3 1005g1","intel integrated"
"dell vostro 3401 laptop (10th gen core i3/ 4gb/ 1tb 256gb ssd/ win10 home)","dell","windows","2.0","4.0","0.0","4.0","ddr4","1024","256","14.0","SD","0","4.55","36990.0","intel core i3 1005g1","intel integrated"
"dell vostro v5401 laptop (10th gen core i7/ 8gb/ 512gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","0","512","14.0","HD+","0","4.35","76049.0","intel core i7 1065g7","nvidia geforce mx330"
"dell vostro v5401 laptop (10th gen core i5/ 8gb/ 512gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","0","512","14.0","HD+","0","4.3","72494.0","intel core i5 1035g1","nvidia geforce mx330"
"dell latitude 3410 laptop (10th gen core i3/ 4gb/ 1tb/ freedos)","dell","windows","2.0","4.0","0.0","4.0","ddr4","1024","0","14.0","SD","0","4.15","37611.0","intel core i3 10110u","intel integrated"
"dell vostro 3590 laptop (10th gen core i5 /8gb/ 1tb/ ubuntu)","dell","ubuntu","4.0","8.0","0.0","8.0","ddr4","1024","0","15.6","HD+","0","4.05","59980.0","intel core i5 10210u","intel integrated"
"dell latitude 3410 laptop (10th gen core i3/ 4gb/ 1tb/ ubuntu)","dell","ubuntu","2.0","4.0","0.0","4.0","ddr4","1024","0","14.0","SD","0","4.0","36999.0","intel core i3 10110u","intel integrated"
"dell inspiron 5575 laptop (ryzen 5 quad core/ 4gb/ 1tb/ win10 home)","dell","windows","4.0","8.0","0.0","4.0","ddr4","1024","0","15.6","HD+","0","4.4","29990.0","amd ryzen 5 2500u","amd integrated"
"dell inspiron 5390 laptop (8th gen core i5/ 8gb/ 512gb ssd/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","13.3","HD+","0","4.65","68990.0","intel core i5 8265u","intel integrated"
"dell inspiron 5501 laptop (10th gen core i5/ 8gb/ 512gb ssd/ win10 home)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","15.6","HD+","0","4.3","65890.0","intel core i5 1035g1","intel integrated"
"dell g3 inspiron 15-3500 gaming laptop (10th gen core i5/ 8gb/ 512gb ssd/ win10 home/ 4gb graph)","dell","windows","4.0","8.0","4.0","8.0","ddr4","0","512","15.6","HD+","0","4.7","61194.0","intel core i5 10300h","nvidia geforce gtx 1650"
"dell inspiron 3493 laptop (10th gen core i5/ 8gb/ 1tb 256gb ssd/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","1024","256","14.0","HD+","0","4.35","56999.0","intel core i5 1035g1","intel integrated"
"dell latitude 3500 laptop (8th gen core i5/ 8gb/ 1tb/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","1024","0","15.6","SD","0","4.35","71000.0","intel core i5 8265u","intel integrated"
"dell vostro 3480 laptop (8th gen core i5/ 8gb/ 1tb/ ubuntu/ 2gb graph)","dell","ubuntu","4.0","8.0","2.0","8.0","ddr4","1024","0","14.0","SD","0","4.7","47990.0","intel core i5 8265u","amd integrated"
"dell vostro 3590 laptop (10th gen core i5 /8gb/ 1tb/ win10 home/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","1024","0","15.6","HD+","0","4.15","60990.0","intel core i5 10210u","amd integrated"
"dell vostro 3590 laptop (10th gen core i5 /4gb/ 1tb/ ubuntu)","dell","ubuntu","4.0","8.0","0.0","4.0","ddr4","1024","0","15.6","HD+","0","4.0","45660.0","intel core i5 10210u","intel integrated"
"dell vostro 3580 laptop (8th gen core i5/ 4gb/ 1tb/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","4.0","ddr4","1024","0","15.6","HD+","0","4.7","65900.0","intel core i5 8265u","amd integrated"
"dell latitude 3500 laptop (8th gen core i5/ 32gb/ 1tb/ win10)","dell","windows","4.0","8.0","0.0","32.0","ddr4","1024","0","15.6","SD","0","4.2","82499.0","intel core i5 8265u","intel integrated"
"dell vostro 3490 laptop (10th gen core i3/ 4gb/ 1tb/ ubuntu)","dell","ubuntu","2.0","4.0","0.0","4.0","ddr4","1024","0","14.1","SD","0","4.7","27990.0","intel core i3 10110u","intel integrated"
"dell inspiron 7570 laptop (8th gen ci7/ 16gb/ 512gb ssd/ win10/ 4gb graph)","dell","windows","4.0","8.0","4.0","16.0","ddr4","0","512","15.6","3K+","1","4.3","91990.0","intel core i7 8550u","nvidia geforce mx130"
"dell inspiron 3505 laptop (amd ryzen 3/ 4gb/ 1tb/ win10 home)","dell","windows","2.0","4.0","0.0","4.0","ddr4","1024","0","15.6","HD+","0","4.7","33990.0","amd ryzen 3 3250u","amd integrated"
"dell latitude 3500 laptop (8th gen core i5/ 4gb/ 1tb/ win10)","dell","windows","4.0","8.0","0.0","4.0","ddr4","1024","0","15.6","SD","0","4.75","67500.0","intel core i5 8265u","intel integrated"
"dell latitude 3400 laptop (8th gen core i5/ 4gb/ 1tb/ win10 pro)","dell","windows","4.0","8.0","0.0","4.0","ddr4","1024","0","14.0","SD","0","4.3","93900.0","intel core i5 8265u","intel integrated"
"dell inspiron 3505 laptop (amd ryzen 3/ 8gb/ 256gb ssd/ win10 home)","dell","windows","2.0","4.0","0.0","8.0","ddr4","0","256","15.6","HD+","0","4.7","35871.0","amd ryzen 3 3250u","amd integrated"
"dell inspiron 15 5593 laptop (10th gen core i5/ 8gb/ 1tb 256gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","1024","256","15.6","HD+","0","4.1","61500.0","intel core i5 1035g1","nvidia integrated"
"dell inspiron 15 5593 laptop (10th gen core i7/ 8gb/ 1tb 256gb ssd/ win10/ 4gb graph)","dell","windows","4.0","8.0","0.0","8.0","ddr4","1024","256","15.6","HD+","0","4.3","79000.0","intel core i7 1065g7","integrated"
"dell inspiron 15 5593 laptop (10th gen core i7/ 16gb/ 512gb ssd/ win10/ 2gb graph)","dell","windows","4.0","8.0","2.0","16.0","ddr4","0","512","15.6","HD+","0","4.0","89900.0","intel core i7 1065g7","nvidia geforce mx230"
"dell latitude 3400 laptop (8th gen core i5/ 32gb/ 1tb/ win10)","dell","windows","4.0","8.0","0.0","32.0","ddr4","1024","0","14.0","SD","0","4.25","89999.0","intel core i5 8265u","intel integrated"
"dell latitude 3500 laptop (8th gen core i5/ 4gb/ 1tb/ ubuntu)","dell","ubuntu","4.0","8.0","0.0","4.0","ddr4","1024","0","15.6","SD","0","4.05","57780.0","intel core i5 8265u","intel integrated"
"dell inspiron 3493 laptop (10th gen core i5/ 8gb/ 512gb ssd/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","HD+","0","4.05","48989.0","intel core i5 1035g1","intel integrated"
"dell g7 15 7590 laptop (8th gen ci7/ 16gb/ 1tb 256gb ssd/ win10/ 4gb graph)","dell","windows","6.0","12.0","4.0","16.0","ddr4","1024","256","15.6","3K+","0","4.35","109900.0","intel core i7 8750hq","nvidia geforce gtx 1050ti"
"dell xps 13 7390 laptop (10th gen core i7/ 8gb/ 512gb ssd/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr3","0","512","13.3","3K+","0","4.1","161250.0","intel core i7 10510u","intel integrated"
"dell latitude 3400 laptop (8th gen core i5/ 8gb/ 512gb ssd/ ubuntu)","dell","ubuntu","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.1","61499.0","intel core i5 8265u","intel integrated"
"dell vostro 3590 laptop (10th gen core i5 /4gb/ 1tb/ win10 home/ 2gb graph)","dell","windows","4.0","8.0","2.0","4.0","ddr4","1024","0","15.6","HD+","0","4.0","59890.0","intel core i5 10210u","amd integrated"
"dell latitude 3500 laptop (10th gen core i5/ 4gb/ 1tb/ linux)","dell","linux","2.0","4.0","0.0","4.0","ddr4","1024","0","15.0","SD","0","4.55","37611.0","intel core i5","intel integrated"
"dell latitude 3510 laptop (10th gen core i3/ 4gb/ 1tb/ ubuntu)","dell","ubuntu","2.0","4.0","0.0","4.0","ddr4","1024","0","14.0","SD","0","4.15","35550.0","intel core i3 10110u","intel integrated"
"dell latitude 3500 laptop (8th gen core i5/ 8gb/ 1tb/ ubuntu)","dell","ubuntu","4.0","8.0","0.0","8.0","ddr4","1024","0","15.6","SD","0","4.4","68000.0","intel core i5 8265u","intel integrated"
"dell inspiron g3 3590 gaming laptop (9th gen core i7/ 8gb/ 512gb ssd/ win10/ 6gb graph)","dell","windows","6.0","12.0","0.0","8.0","ddr4","0","512","15.6","HD+","0","4.15","104900.0","intel core i7 9750h","integrated"
"dell latitude 3500 laptop (10th gen core i3/ 4gb/ 1tb/ win10 pro)","dell","windows","2.0","4.0","0.0","4.0","ddr4","1024","0","15.0","SD","0","4.65","48690.0","intel core i3 1005g1","intel integrated"
"dell inspiron 5491 laptop (10th gen core i7/ 8gb/ 512gb ssd/ win10 home)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","HD+","1","4.3","104000.0","intel core i7 10510u","intel integrated"
"dell g3 inspiron 15-3500 gaming laptop (10th gen core i7/ 8gb/ 512gb ssd/ win10 home/ 6gb graph)","dell","windows","6.0","12.0","6.0","8.0","ddr4","0","512","15.6","HD+","0","4.35","86390.0","intel core i7 10750h","nvidia geforce gtx 1650 ti"
"dell vostro 3580 laptop (8th gen core i5/ 8gb/ 256gb ssd/ win10)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","256","15.6","HD+","0","4.15","79900.0","intel core i5 8265u","intel integrated"
"dell latitude 3400 laptop (8th gen core i5/ 8gb/ 512gb ssd/ win10 pro)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","14.0","SD","0","4.35","80000.0","intel core i5 8265u","intel integrated"
"dell inspiron 15 5593 laptop (10th gen core i7/ 8gb/ 512gb ssd/ win10/ 4gb graph)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","15.6","HD+","0","4.35","87999.0","intel core i7 1065g7","integrated"
"dell latitude 3500 laptop (8th gen core i5/ 16gb/ 1tb/ ubuntu)","dell","ubuntu","4.0","8.0","0.0","16.0","ddr4","1024","0","15.6","SD","0","4.4","75000.0","intel core i5 8265u","intel integrated"
"dell xps 15 9570 laptop (8th gen ci7/ 8gb/ 256gb ssd/ win10 home)","dell","windows","6.0","12.0","0.0","8.0","ddr4","0","256","15.6","HD+","0","4.4","112130.0","intel core i7 8750h","intel integrated"
"dell latitude 3500 laptop (8th gen core i3/ 8gb/ 1tb/ freedos)","dell","windows","2.0","4.0","0.0","8.0","ddr4","1024","0","15.6","SD","0","4.4","36149.0","intel core i3 8145u","intel integrated"
"dell latitude 3500 laptop (10th gen core i5/ 8gb/ 1tb/ win10 pro)","dell","windows","2.0","4.0","0.0","8.0","ddr4","1024","0","15.0","SD","0","4.1","59990.0","intel core i5 1005g1","intel integrated"
"dell alienware m15 r3 laptop (10th gen core i7/ 16gb/ 512gb ssd/ win10/ 6gb graph)","dell","windows","6.0","12.0","6.0","16.0","ddr4","0","512","15.6","HD+","0","4.45","142990.0","intel core i7 10750h","nvidia geforce gtx 1660 ti"
"dell inspiron 3505 laptop (amd ryzen 3/ 4gb/ 1tb 256gb ssd/ win10 home)","dell","windows","2.0","4.0","0.0","4.0","ddr4","1024","256","15.6","HD+","0","4.6","34494.0","amd ryzen 3 3250u","amd integrated"
"dell latitude 3500 laptop (8th gen core i5/ 16gb/ 1tb/ win10)","dell","windows","4.0","8.0","0.0","16.0","ddr4","1024","0","15.6","SD","0","4.0","75999.0","intel core i5 8265u","intel integrated"
"dell inspiron 3593 laptop (10th gen core i5/ 4gb/ 1tb/ win10)","dell","windows","2.0","4.0","0.0","4.0","ddr4","1024","0","15.6","HD+","0","4.35","57650.0","intel core i5 1005g1","intel integrated"
"dell alienware area-51m gaming laptop (9th gen ci7/ 16gb/ 1tb 512gb ssd/ win10 home/ 8gb graph)","dell","windows","8.0","8.0","8.0","16.0","ddr4","1024","512","17.3","HD+","0","4.7","275000.0","intel core i7 9700k","nvidia rtx 2080"
"dell latitude 3500 laptop (8th gen core i3/ 4gb/ 1tb/ freedos)","dell","windows","2.0","4.0","0.0","4.0","ddr4","1024","0","15.6","SD","0","4.45","45900.0","intel core i3 8145u","intel integrated"
"dell alienware m15 r3 laptop (10th gen core i7/ 16gb/ 1tb ssd/ win10/ 8gb graph)","dell","windows","6.0","12.0","8.0","16.0","ddr4","0","1024","15.6","3K+","0","4.7","135990.0","intel core i7 10750h","nvidia geforce rtx 2070"
"dell vostro 3591 laptop (10th gen core i5/ 16gb/ 512gb ssd/ win10 home/ 2gb graph)","dell","windows","4.0","8.0","2.0","16.0","ddr4","0","512","15.6","HD+","0","4.75","67500.0","intel core i5 1035g1","nvidia geforce mx230"
"dell xps 15 9500 laptop (10th gen core i7/ 32gb/ 1tb ssd/ win10 home/ 4gb graph)","dell","windows","6.0","12.0","4.0","32.0","ddr4","0","1024","15.6","3K+","0","4.1","208346.0","intel core i7 10750h","nvidia geforce gtx 1650 ti"
"dell g5 5505 gaming laptop (ryzen 7/ 16gb/ 512gb ssd/ win10 home/ 6gb graph)","dell","windows","8.0","16.0","6.0","16.0","ddr4","0","512","15.6","HD+","0","4.5","79680.0","amd ryzen 7 4800h","amd radeon rx 5600m"
"dell g7 7500 gaming laptop (10th gen core i7/ 16gb/ 1tb ssd/ win10 home/ 6gb graph)","dell","windows","6.0","12.0","6.0","16.0","ddr4","0","1024","15.6","HD+","0","4.55","138294.0","intel core i7 10750h","nvidia geforce rtx 2060"
"dell inspiron 5300 laptop (10th gen core i5/ 8gb/ 512gb ssd/ win10 home)","dell","windows","4.0","8.0","0.0","8.0","ddr4","0","512","13.3","HD+","0","4.35","65490.0","intel core i5 10210u","intel integrated"
"dell xps 9700 laptop (10th gen core i7/ 16gb/ 1tb ssd/ win10 home/ 4gb graph)","dell","windows","6.0","12.0","4.0","16.0","ddr4","0","1024","17.0","HD+","0","4.1","199700.0","intel core i7 10750h","nvidia geforce gtx 1650 ti"
"dell inspiron 3493 laptop (10th gen core i3/ 4gb/ 1tb hdd/ windows 10)","dell","windows","2.0","4.0","0.0","4.0","ddr4","1024","0","14.0","SD","0","4.65","34239.0","intel core i3 1005g1","intel integrated"
"dell inspiron 5501 laptop (10th gen core i7/ 8gb/ 512gb ssd/ win10 home/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","0","512","15.6","HD+","0","4.5","85500.0","intel core i7 1065g7","nvidia geforce mx330"
"dell inspiron 5501 laptop (10th gen core i5/ 8gb/ 512gb ssd/ win10 home/ 2gb graph)","dell","windows","4.0","8.0","2.0","8.0","ddr4","0","512","15.6","HD+","0","4.1","59990.0","intel core i5 1035g1","nvidia geforce mx330"
"dell g3 3500 gaming laptop (10th gen core i7/ 16gb/ 1tb 256gb ssd/ win10 home/ 4gb graph)","dell","windows","6.0","12.0","4.0","16.0","ddr4","1024","256","15.6","HD+","0","4.15","91990.0","intel core i7 10750h","nvidia geforce gtx 1650 ti"
